algo,iteration,test,p-value
Original,21,2,0.27619082053622146
Original,21,3,0.6379540292304232
Original,21,4,0.4771557266503632
Original,22,1,0.13668890036849218
Original,22,2,0.5323090722430441
Original,22,3,0.38333134804227664
Original,22,4,0.060674132841185446
Original,23,1,0.30973439009669346
Original,23,2,0.35342048242387714
Original,23,3,0.896313460007247
Original,23,4,0.6782116302747248
Original,24,1,0.6879878128600834
Original,24,2,0.861726860220824
Original,24,3,0.34566681171150543
Original,24,4,0.2209149291558319
Original,25,1,0.8316350586366162
Original,25,2,0.29956883042756244
Original,25,3,0.9815792483321678
Original,25,4,0.11685114434200444
Original,26,1,0.017037349024125726
Original,26,2,0.29560381101998234
Original,26,3,0.9275469461412483
Original,26,4,0.47276020205582203
Original,27,1,0.5548089131514959
Original,27,2,0.5039413974070147
Original,27,3,0.8654134479001795
Original,27,4,0.20714539383799357
Original,28,1,0.32112107076236374
Original,28,2,0.025234880629498507
Original,28,3,0.8964653864024187
Original,28,4,0.1603922689918518
Original,29,1,0.23754751779044125
Original,29,2,0.18279669137643662
Original,29,3,0.9680066020236114
Original,29,4,0.3335073231345544
Original,30,1,0.04219831662031957
Original,30,2,0.8658876693742258
Original,30,3,0.27625199354678737
Original,30,4,0.12902359236387498
Original,31,1,0.5083315735521454
Original,31,2,0.8002768532219726
Original,31,3,0.5582534197836908
Original,31,4,0.28887763001414885
Original,32,1,0.05273704091911837
Original,32,2,0.854610507849567
Original,32,3,0.5214725816201987
Original,32,4,0.29607125772241943
Original,33,1,0.17064906649166725
Original,33,2,0.4177504182608601
Original,33,3,0.5537336541129917
Original,33,4,0.21865504961786905
Original,34,1,0.4218738791144257
Original,34,2,0.5252149142167285
Original,34,3,0.6823609861564283
Original,34,4,0.7385136495767184
Original,35,1,0.13668890036849218
Original,35,2,0.8560519351590722
Original,35,3,0.43402003667125894
Original,35,4,0.6569516352216862
Original,36,1,0.5235940826586801
Original,36,2,0.031736958226263
Original,36,3,0.38469005648942
Original,36,4,0.2889397990874671
Original,37,1,0.26688242103941223
Original,37,2,0.6303664891184901
Original,37,3,0.6640360451821667
Original,37,4,0.04101337130345656
Original,38,1,0.9059774116720972
Original,38,2,0.5700514895141534
Original,38,3,0.2668105118633931
Original,38,4,0.7774356402175546
Original,39,1,0.35689987420152325
Original,39,2,0.5464883798338341
Original,39,3,0.26101246053942057
Original,39,4,0.03601655769925447
Original,40,1,0.43565478012981973
Original,40,2,0.8560519351590722
Original,40,3,0.0026338378935351348
Original,40,4,0.0393692990410776
Original,41,1,0.44969179796889097
Original,41,2,0.05300483410360623
Original,41,3,0.19967372023157276
Original,41,4,0.14842689812405296
Original,42,1,0.4083519693259383
Original,42,2,0.4291931628096189
Original,42,3,0.16092961453938304
Original,42,4,0.10167590249521662
Original,43,1,0.22829528710911837
Original,43,2,0.47099070891839623
Original,43,3,0.04392315918702669
Original,43,4,0.6663814752567936
Original,44,1,0.9811535017561899
Original,44,2,0.03406674146557955
Original,44,3,0.7054520677999692
Original,44,4,0.8363256394817281
Original,45,1,0.7587702000057319
Original,45,2,0.38399609288435554
Original,45,3,0.7222447970920431
Original,45,4,0.6397506878617409
Original,46,1,0.6535522671496024
Original,46,2,0.38399609288435554
Original,46,3,0.5691239842512765
Original,46,4,0.21265556238265887
Original,47,1,0.6198391186854189
Original,47,2,0.7260735351830189
Original,47,3,0.20310070463763347
Original,47,4,0.40665979904731964
Original,48,1,0.35689987420152325
Original,48,2,0.4200320566879462
Original,48,3,0.8607610917696373
Original,48,4,0.2256258156997251
Original,49,1,0.2020863098880193
Original,49,2,0.1185872539148658
Original,49,3,0.6062628780814662
Original,49,4,0.5214029961109907
Original,50,1,0.35689987420152325
Original,50,2,0.0954191066221453
Original,50,3,0.935519015197755
Original,50,4,0.5698567701334807
Original,51,1,0.5390882817195949
Original,51,2,0.5677009464100469
Original,51,3,0.7915332567394242
Original,51,4,0.4008589370615868
Original,52,1,0.13668890036849218
Original,52,2,0.29560381101998234
Original,52,3,0.8852486751775946
Original,52,4,0.254614210014383
Original,53,1,0.723082825198341
Original,53,2,0.8502318220998274
Original,53,3,0.7043506572774034
Original,53,4,0.9835259107819884
Original,54,1,0.3820949220121075
Original,54,2,0.40188358471444063
Original,54,3,0.596957498517907
Original,54,4,0.7681232985973425
Original,55,1,0.04991511416691819
Original,55,2,0.4616340429849695
Original,55,3,0.2380269210120305
Original,55,4,0.022995740315118963
Original,56,1,0.3950915849041502
Original,56,2,0.677325021862085
Original,56,3,0.8940289224643677
Original,56,4,0.955740932413589
Original,57,1,0.11348387694820622
Original,57,2,0.13104473398914177
Original,57,3,0.05949522115876451
Original,57,4,0.30203640947690014
Original,58,1,0.8501067391385259
Original,58,2,0.8739640474728969
Original,58,3,0.705142237464147
Original,58,4,0.5042815003025098
Original,59,1,0.3447042220069577
Original,59,2,0.34700185073039114
Original,59,3,0.41429821975705466
Original,59,4,0.8309503914698011
Original,60,1,0.44969179796889097
Original,60,2,0.7712655761041723
Original,60,3,0.503980109279403
Original,60,4,0.7831527805340076
Original,61,1,0.12466580126286901
Original,61,2,0.1508242709639072
Original,61,3,0.4810030332210694
Original,61,4,0.7496811681164582
Original,62,1,0.8872880030303522
Original,62,2,0.9906695488240931
Original,62,3,0.6031054715371892
Original,62,4,0.738633621162633
Original,63,1,0.6198391186854189
Original,63,2,0.7805563583990066
Original,63,3,0.09292196045154177
Original,63,4,0.3170125658155639
Original,64,1,0.7054569861112734
Original,64,2,0.6235081715970238
Original,64,3,0.6719077897958106
Original,64,4,0.7072224718383207
Original,65,1,0.49330567679929904
Original,65,2,0.1783869302167427
Original,65,3,0.6237325124562993
Original,65,4,0.6670490202533867
Original,66,1,0.13668890036849218
Original,66,2,0.28387241997528
Original,66,3,0.5251194488952056
Original,66,4,0.25091008720902996
Original,67,1,0.9811535017561899
Original,67,2,0.8442668693371322
Original,67,3,0.9623227673110897
Original,67,4,0.689676702348986
Original,68,1,0.25683925795785667
Original,68,2,0.2377767004945593
Original,68,3,0.05761713826209329
Original,68,4,0.2849726423498325
Original,69,1,0.8132559119864273
Original,69,2,0.11428228552284285
Original,69,3,0.8137659576738201
Original,69,4,0.20401802478962053
Original,70,1,0.14302671527199878
Original,70,2,0.833481400902594
Original,70,3,0.462802722193715
Original,70,4,0.4052525439140312
Original,71,1,0.3693638418253291
Original,71,2,0.907372841777118
Original,71,3,0.14559777509619223
Original,71,4,0.6230600209798796
Original,72,1,0.43565478012981973
Original,72,2,0.11968208265651674
Original,72,3,0.29525234488378926
Original,72,4,0.9604989676819815
Original,73,1,0.5548089131514959
Original,73,2,0.7540481933737111
Original,73,3,0.354730363226486
Original,73,4,0.2243551704340921
Original,74,1,0.776814004155482
Original,74,2,0.677325021862085
Original,74,3,0.4645560935315737
Original,74,4,0.9370915686715677
Original,75,1,0.18587673236587599
Original,75,2,0.14696342443580518
Original,75,3,0.6052437743383999
Original,75,4,0.8170797701232364
Original,76,1,0.6706835715634084
Original,76,2,0.0684710139352066
Original,76,3,0.7571393670605642
Original,76,4,0.5062167600982772
Original,77,1,0.05273704091911837
Original,77,2,0.43609825541451686
Original,77,3,0.5526413325219166
Original,77,4,0.3850663021145084
Original,78,1,0.7408568142938687
Original,78,2,0.61891848421813
Original,78,3,0.757783527828194
Original,78,4,0.9791439630311134
Original,79,1,0.6032718849809419
Original,79,2,0.8574842873144154
Original,79,3,0.3710495103732516
Original,79,4,0.5761443591943103
Original,80,1,0.962317517108808
Original,80,2,0.8658876693742258
Original,80,3,0.39510609063542385
Original,80,4,0.93194052341854
Original,81,1,0.8132559119864273
Original,81,2,0.5724004444949802
Original,81,3,0.6028096741184678
Original,81,4,0.8651793355709481
Original,82,1,0.12466580126286901
Original,82,2,0.7461991910841982
Original,82,3,0.984518646096958
Original,82,4,0.6934753041569901
Original,83,1,0.8686610629910667
Original,83,2,0.16420750751764304
Original,83,3,0.8875426982025892
Original,83,4,0.4403220535814708
Original,84,1,0.32112107076236374
Original,84,2,0.4968606522131815
Original,84,3,0.578623728985573
Original,84,4,0.12676086336444747
Original,85,1,0.7949790371604146
Original,85,2,0.6349203045185445
Original,85,3,0.2989840352264278
Original,85,4,0.5402991367690098
Original,86,1,0.2020863098880193
Original,86,2,0.28970714417779575
Original,86,3,0.5263706447833841
Original,86,4,0.3276747901767463
Original,87,1,0.14302671527199878
Original,87,2,0.6235081715970238
Original,87,3,0.3576511660320274
Original,87,4,0.7633348073149665
Original,88,1,0.28777057773560444
Original,88,2,0.6394586727478584
Original,88,3,0.18140763064158633
Original,88,4,0.441578971155523
Original,89,1,0.43565478012981973
Original,89,2,0.8156510391874732
Original,89,3,0.47403959058541706
Original,89,4,0.626446709432319
Original,90,1,0.149587634123849
Original,90,2,0.5747477279756946
Original,90,3,0.7401022087588918
Original,90,4,0.493241336130536
Original,91,1,0.13668890036849218
Original,91,2,0.06918688156127246
Original,91,3,0.6346871836386478
Original,91,4,0.9151190507359479
Original,92,1,0.149587634123849
Original,92,2,0.0954191066221453
Original,92,3,0.5552996902737926
Original,92,4,0.24279028647874218
Original,93,1,0.44969179796889097
Original,93,2,0.3996326699574985
Original,93,3,0.2639476970483836
Original,93,4,0.5050395076339793
Original,94,1,0.9059774116720972
Original,94,2,0.6707433575155742
Original,94,3,0.723205787080315
Original,94,4,0.4994955112284738
Original,95,1,0.9435025420623953
Original,95,2,0.4569685099898997
Original,95,3,0.28774334007875446
Original,95,4,0.9835659839546848
Original,96,1,0.9247190374867695
Original,96,2,0.9748135500079168
Original,96,3,0.05876729884227402
Original,96,4,0.6666982377365362
Original,97,1,0.8872880030303522
Original,97,2,0.8713082325564225
Original,97,3,0.7951615203440046
Original,97,4,0.10586356411987823
Original,98,1,0.1938571607281974
Original,98,2,0.6751363130024841
Original,98,3,0.9030359858665096
Original,98,4,0.34036588539465895
Original,99,1,0.30973439009669346
Original,99,2,0.7422307237797167
Original,99,3,0.09109538317536894
Original,99,4,0.12186036547659548
Original,100,1,0.8316350586366162
Original,100,2,0.6751363130024841
Original,100,3,0.5239391014942943
Original,100,4,0.6543022460462107
Original,101,1,0.723082825198341
Original,101,2,0.17548710406569795
Original,101,3,0.7397323937142504
Original,101,4,0.44858212875840087
Original,102,1,0.001114343784784957
Original,102,2,0.24841612309903535
Original,102,3,0.5914671382630038
Original,102,4,0.10939139663401991
Original,103,1,0.6198391186854189
Original,103,2,0.07825295268428241
Original,103,3,0.5101823846554605
Original,103,4,0.8452830948661371
Original,104,1,0.7949790371604146
Original,104,2,0.9974005602910325
Original,104,3,0.2279830829153791
Original,104,4,0.7125389878067891
Original,105,1,0.8132559119864273
Original,105,2,0.3385223738547644
Original,105,3,0.8867665079667254
Original,105,4,0.8395185451749713
Original,106,1,0.3950915849041502
Original,106,2,0.30556643082030666
Original,106,3,0.05762286699276738
Original,106,4,0.4746637848701222
Original,107,1,0.277192465099541
Original,107,2,0.224021182622223
Original,107,3,0.8207431335246217
Original,107,4,0.6031054928184387
Original,108,1,0.8872880030303522
Original,108,2,0.12755630403414406
Original,108,3,0.03159940430050153
Original,108,4,0.49331652605698795
Original,109,1,0.44969179796889097
Original,109,2,0.7481725091105025
Original,109,3,0.14765779140579718
Original,109,4,0.061777195874614485
Original,110,1,0.30973439009669346
Original,110,2,0.4569685099898997
Original,110,3,0.7855629473608143
Original,110,4,0.1191471308219607
Original,111,1,0.25683925795785667
Original,111,2,0.3642262215433703
Original,111,3,0.7523141478338115
Original,111,4,0.7717099447344647
Original,112,1,0.8132559119864273
Original,112,2,0.6989106805908945
Original,112,3,0.7235747184654397
Original,112,4,0.35231683183234425
Original,113,1,0.5548089131514959
Original,113,2,0.2466238900376219
Original,113,3,0.909237826055985
Original,113,4,0.34886247853923935
Original,114,1,0.09820991683978503
Original,114,2,0.041469129445183356
Original,114,3,0.899069987149648
Original,114,4,0.6672458361725858
Original,115,1,0.09349998770795126
Original,115,2,0.6707433575155742
Original,115,3,0.5611095550374727
Original,115,4,0.3177025496247703
Original,116,1,0.24706152509165813
Original,116,2,0.9673264871741056
Original,116,3,0.8439712259924771
Original,116,4,0.678227751189268
Original,117,1,0.015973366648162093
Original,117,2,0.4041385797764689
Original,117,3,0.465020947138513
Original,117,4,0.04641759485407668
Original,118,1,0.35689987420152325
Original,118,2,0.8699667133297828
Original,118,3,0.9920002498375441
Original,118,4,0.568271145935191
Original,119,1,0.6879878128600834
Original,119,2,0.9599173895703601
Original,119,3,0.4207634361117192
Original,119,4,0.9976600316137513
Original,120,1,0.776814004155482
Original,120,2,0.506303243312031
Original,120,3,0.46339772242029753
Original,120,4,0.30727388192642124
Original,121,1,0.8686610629910667
Original,121,2,0.0015828380453835563
Original,121,3,0.19374468335056647
Original,121,4,0.27550502987172876
Original,122,1,0.5390882817195949
Original,122,2,0.9464206724279239
Original,122,3,0.7553687296814722
Original,122,4,0.9844423717844797
Original,123,1,0.35689987420152325
Original,123,2,0.051291120729795595
Original,123,3,0.3259777494653875
Original,123,4,0.5880469016694556
Original,124,1,0.49330567679929904
Original,124,2,0.5700514895141534
Original,124,3,0.21719973271698956
Original,124,4,0.6654815528747173
Original,125,1,0.43565478012981973
Original,125,2,0.6484865927648613
Original,125,3,0.5658506165356156
Original,125,4,0.6505776427632315
Original,126,1,0.17064906649166725
Original,126,2,0.63719145840855
Original,126,3,0.5556776473793834
Original,126,4,0.7567767316517178
Original,127,1,0.32112107076236374
Original,127,2,0.21403214294215142
Original,127,3,0.7857113252393344
Original,127,4,0.11847948978035823
Original,128,1,0.4218738791144257
Original,128,2,0.6097000360247016
Original,128,3,0.16824509095130674
Original,128,4,0.5760028259056531
Original,129,1,0.1633949259160988
Original,129,2,0.007602075041396365
Original,129,3,0.06873979304731297
Original,129,4,0.14707937379825628
Original,130,1,0.4083519693259383
Original,130,2,0.438406090150968
Original,130,3,0.07776523910719006
Original,130,4,0.9249002597935952
Original,131,1,0.8872880030303522
Original,131,2,0.1980159018611959
Original,131,3,0.309620028794269
Original,131,4,0.26850312864864184
Original,132,1,0.6879878128600834
Original,132,2,0.861726860220824
Original,132,3,0.5535240751474043
Original,132,4,0.7399033383900115
Original,133,1,0.7949790371604146
Original,133,2,0.4154723772579518
Original,133,3,0.32072768002651764
Original,133,4,0.9136659850489015
Original,134,1,0.43565478012981973
Original,134,2,0.28775530440789343
Original,134,3,0.44536115926958386
Original,134,4,0.8052948581824857
Original,135,1,0.776814004155482
Original,135,2,0.9979675821510627
Original,135,3,0.6699883920114538
Original,135,4,0.6775439715024565
Original,136,1,0.6879878128600834
Original,136,2,0.9126116646830593
Original,136,3,0.3810477551827828
Original,136,4,0.5873892975259878
Original,137,1,0.4218738791144257
Original,137,2,0.63719145840855
Original,137,3,0.12277280824760511
Original,137,4,0.8163978988417946
Original,138,1,0.8501067391385259
Original,138,2,0.24841612309903535
Original,138,3,0.40858881076027104
Original,138,4,0.7224541317109825
Original,139,1,0.962317517108808
Original,139,2,0.2936314351575119
Original,139,3,0.9999789639989267
Original,139,4,0.4255705145087526
Original,140,1,0.8872880030303522
Original,140,2,0.06163474375386232
Original,140,3,0.9249073104014173
Original,140,4,0.8633990501878419
Original,141,1,0.4218738791144257
Original,141,2,0.06566678543690709
Original,141,3,0.25014375072253026
Original,141,4,0.9719585066168535
Original,142,1,0.09820991683978503
Original,142,2,0.006319130257209311
Original,142,3,0.02532930090689215
Original,142,4,0.4359887493752598
Original,143,1,0.8686610629910667
Original,143,2,0.2574900003737736
Original,143,3,0.2770478698620842
Original,143,4,0.9175736927890006
Original,144,1,0.8501067391385259
Original,144,2,0.2936314351575119
Original,144,3,0.16352029444028454
Original,144,4,0.2905907037967016
Original,145,1,1.0
Original,145,2,0.3951433493920536
Original,145,3,0.5083315735521454
Original,145,4,0.685226352337819
Original,146,1,0.28777057773560444
Original,146,2,0.29560381101998234
Original,146,3,0.85814596763338
Original,146,4,0.23926892803213662
Original,147,1,0.22829528710911837
Original,147,2,0.8950806307092596
Original,147,3,0.6319160645286773
Original,147,4,0.31492494147609884
Original,148,1,0.9811535017561899
Original,148,2,0.8222583799700343
Original,148,3,0.47851685116483655
Original,148,4,0.07584026278153573
Original,149,1,0.14302671527199878
Original,149,2,0.7932222033805942
Original,149,3,0.38101986436520563
Original,149,4,0.41599518075468167
Original,150,1,0.07260093944995734
Original,150,2,0.8106038898730183
Original,150,3,0.1280799867856949
Original,150,4,0.6461739501017776
Original,151,1,0.49330567679929904
Original,151,2,0.27619082053622146
Original,151,3,0.59070411096653
Original,151,4,0.616592151679398
Original,152,1,0.5869067909030202
Original,152,2,0.522850083808009
Original,152,3,0.7794789218104712
Original,152,4,0.9817834612276193
Original,153,1,0.6366016325636009
Original,153,2,0.3301359344308442
Original,153,3,0.7250511287435841
Original,153,4,0.5591760123789975
Original,154,1,0.7054569861112734
Original,154,2,0.740235678069699
Original,154,3,0.507241928465388
Original,154,4,0.14785109550409958
Original,155,1,0.35689987420152325
Original,155,2,0.2059247896655626
Original,155,3,0.6437334319029299
Original,155,4,0.7476447434152489
Original,156,1,0.029758067435199195
Original,156,2,0.14442878714898183
Original,156,3,0.5488350514166983
Original,156,4,0.22958192044028206
Original,157,1,0.6535522671496024
Original,157,2,0.030260381438587575
Original,157,3,0.2384807349987476
Original,157,4,0.7420790792564501
Original,158,1,0.1633949259160988
Original,158,2,0.7842162358753686
Original,158,3,0.9628485376502968
Original,158,4,0.34363683685936103
Original,159,1,0.13057001811573626
Original,159,2,0.313654958196054
Original,159,3,0.17909324155683995
Original,159,4,0.4788696880961716
Original,160,1,0.9811535017561899
Original,160,2,0.8350490902656722
Original,160,3,0.49330980220556103
Original,160,4,0.819800167909876
Original,161,1,0.9811535017561899
Original,161,2,0.9186162533686406
Original,161,3,0.5869022244563376
Original,161,4,0.8307803162785864
Original,162,1,0.24706152509165813
Original,162,2,0.29560381101998234
Original,162,3,0.9497005966317831
Original,162,4,0.19777424919163294
Original,163,1,0.06201344706528952
Original,163,2,0.49922001999992677
Original,163,3,0.005010401598510497
Original,163,4,0.0005268660422320142
Original,164,1,0.47852097654419784
Original,164,2,0.132222843552097
Original,164,3,0.9294274148350958
Original,164,4,0.386549277990035
Original,165,1,0.6198391186854189
Original,165,2,0.7422307237797167
Original,165,3,0.0769168257235782
Original,165,4,0.3781973729150911
Original,166,1,0.4083519693259383
Original,166,2,0.8829741284351867
Original,166,3,0.8995735120808811
Original,166,4,0.8506243518966075
Original,167,1,0.9247190374867695
Original,167,2,0.9740122690214762
Original,167,3,0.6534757841339507
Original,167,4,0.9430159001838542
Original,168,1,0.776814004155482
Original,168,2,0.61891848421813
Original,168,3,0.7415711263616744
Original,168,4,0.6173814421192945
Original,169,1,0.1938571607281974
Original,169,2,0.798525832530097
Original,169,3,0.8843513267181784
Original,169,4,0.44857532289853563
Original,170,1,0.29861767444881016
Original,170,2,0.962700990688824
Original,170,3,0.05404246778644252
Original,170,4,0.4650748868190798
Original,171,1,0.05569108970115304
Original,171,2,0.7260735351830189
Original,171,3,0.3926300118078481
Original,171,4,0.14100152689687848
Original,172,1,0.8316350586366162
Original,172,2,0.5370373995796408
Original,172,3,0.6194602997873637
Original,172,4,0.5182127876477156
Original,173,1,0.7408568142938687
Original,173,2,0.1370122214036583
Original,173,3,0.03998331022603052
Original,173,4,0.7426107057049682
Original,174,1,0.7949790371604146
Original,174,2,0.9692302356374064
Original,174,3,0.7402520618197468
Original,174,4,0.7034630724647184
Original,175,1,0.4218738791144257
Original,175,2,0.7115807497521289
Original,175,3,0.45930474931703974
Original,175,4,0.9160611888451305
Original,176,1,0.8501067391385259
Original,176,2,0.9668362258965107
Original,176,3,0.619539797011547
Original,176,4,0.7190423291530283
Original,177,1,0.05878172135535891
Original,177,2,0.9052167624502048
Original,177,3,0.24889861846095884
Original,177,4,0.32759722011069903
Original,178,1,1.0
Original,178,2,0.24841612309903535
Original,178,3,0.16339492591609875
Original,178,4,0.8272429353994875
Original,179,1,0.723082825198341
Original,179,2,0.5323090722430441
Original,179,3,0.5697364523121261
Original,179,4,0.3620988355202505
Original,180,1,0.8132559119864273
Original,180,2,0.5157564237474451
Original,180,3,0.18609262891763134
Original,180,4,0.547642229319879
Original,181,1,0.776814004155482
Original,181,2,0.9323194282166266
Original,181,3,0.39561399974189765
Original,181,4,0.8047570359911507
Original,182,1,0.6198391186854189
Original,182,2,0.8560519351590722
Original,182,3,0.6858393069146527
Original,182,4,0.5102345460284898
Original,183,1,0.5083315735521454
Original,183,2,0.032115556788004755
Original,183,3,0.7092826061939224
Original,183,4,0.6130085679471704
Original,184,1,0.3950915849041502
Original,184,2,0.20432710174229057
Original,184,3,0.34031169991537713
Original,184,4,0.93061782998024
Original,185,1,0.4083519693259383
Original,185,2,0.7382334944733884
Original,185,3,0.3905744084002335
Original,185,4,0.9252414906813264
Original,186,1,0.13668890036849218
Original,186,2,0.48508027969239953
Original,186,3,0.9267123913103096
Original,186,4,0.3514044369731661
Original,187,1,0.3693638418253291
Original,187,2,0.506303243312031
Original,187,3,0.32799441317221184
Original,187,4,0.5368630887836887
Original,188,1,0.5083315735521454
Original,188,2,0.677325021862085
Original,188,3,0.3185776207662506
Original,188,4,0.536643926912928
Original,189,1,0.21056719782505498
Original,189,2,0.17548710406569795
Original,189,3,0.24487873544296546
Original,189,4,0.9456680065917403
Original,190,1,0.6879878128600834
Original,190,2,0.17261927453727385
Original,190,3,0.11941502492100615
Original,190,4,0.6718526163881696
Original,191,1,0.6032718849809419
Original,191,2,0.8271214753373654
Original,191,3,0.15543004405071595
Original,191,4,0.24210825768148678
Original,192,1,0.6032718849809419
Original,192,2,0.15475605261602823
Original,192,3,0.4337613945130794
Original,192,4,0.5819968570352052
Original,193,1,0.10819724752370152
Original,193,2,0.5629954297024093
Original,193,3,0.14751478412291957
Original,193,4,0.7585995086972125
Original,194,1,0.4218738791144257
Original,194,2,0.4968606522131815
Original,194,3,0.3528935384653886
Original,194,4,0.847184918546336
Original,195,1,0.570750388058174
Original,195,2,0.8658876693742258
Original,195,3,0.39718381709345385
Original,195,4,0.8075987391528382
Original,196,1,0.149587634123849
Original,196,2,0.5275797446176382
Original,196,3,0.740102208758908
Original,196,4,0.21498293110439598
Original,197,1,0.6535522671496024
Original,197,2,0.47099070891839623
Original,197,3,0.4770329362757996
Original,197,4,0.7299955366701909
Original,198,1,0.7587702000057319
Original,198,2,0.6303664891184901
Original,198,3,0.5876689188481683
Original,198,4,0.47197004503733975
Original,199,1,0.6706835715634084
Original,199,2,0.9798791269363422
Original,199,3,0.07608155351059988
Original,199,4,0.9007388316326009
Original,200,1,0.43565478012981973
Original,200,2,0.7178311500805354
Original,200,3,0.8005045252346692
Original,200,4,0.1473607634003106
Original,201,1,0.9435025420623953
Original,201,2,0.2466238900376219
Original,201,3,0.2021069741447963
Original,201,4,0.6321572343568067
Original,202,1,0.9247190374867695
Original,202,2,0.49214496637645705
Original,202,3,0.219341647857643
Original,202,4,0.2894498108866037
Original,203,1,0.04465006510252673
Original,203,2,0.04290631096150696
Original,203,3,0.5707890050875666
Original,203,4,0.12067783766053383
Original,204,1,0.5235940826586801
Original,204,2,0.10703151116382352
Original,204,3,0.9396755959583486
Original,204,4,0.8421420931074572
Original,205,1,0.3950915849041502
Original,205,2,0.6860264253699583
Original,205,3,0.1659480384531555
Original,205,4,0.17489192008789642
Original,206,1,0.46398171640090335
Original,206,2,0.14569218764070824
Original,206,3,0.5912469011451695
Original,206,4,0.8881086499374505
Original,207,1,0.7054569861112734
Original,207,2,0.5817787169536061
Original,207,3,0.6719077897958183
Original,207,4,0.6514987500761291
Original,208,1,0.09820991683978503
Original,208,2,0.5724004444949802
Original,208,3,0.0788445293648685
Original,208,4,0.3425417142030847
Original,209,1,0.5083315735521454
Original,209,2,0.7240229188293722
Original,209,3,0.15102803475974497
Original,209,4,0.7683913018596429
Original,210,1,0.7949790371604146
Original,210,2,0.03827198118854591
Original,210,3,0.395530529700727
Original,210,4,0.9538623775569023
Original,211,1,0.47852097654419784
Original,211,2,0.8686161147744618
Original,211,3,0.3297913154181301
Original,211,4,0.3991949293097873
Original,212,1,0.035515854744925676
Original,212,2,0.4663083172602267
Original,212,3,0.0942709999305581
Original,212,4,0.048758354234959
Original,213,1,0.5235940826586801
Original,213,2,0.34487344191420355
Original,213,3,0.4384633282564644
Original,213,4,0.6593176828004554
Original,214,1,0.14302671527199878
Original,214,2,0.8487541449187738
Original,214,3,0.3218127865905013
Original,214,4,0.6031304612552058
Original,215,1,0.6198391186854189
Original,215,2,0.29956883042756244
Original,215,3,0.00015881304166797308
Original,215,4,0.05046585942607771
Original,216,1,0.4218738791144257
Original,216,2,0.2520232042555547
Original,216,3,0.15171523847455057
Original,216,4,0.5987895932946057
Original,217,1,0.962317517108808
Original,217,2,0.9434982983506826
Original,217,3,0.35688596348123897
Original,217,4,0.16035140766667114
Original,218,1,0.9059774116720972
Original,218,2,0.4337934402440073
Original,218,3,0.9433712875737456
Original,218,4,0.986546372715579
Original,219,1,0.723082825198341
Original,219,2,0.18131876692179383
Original,219,3,0.7419730318615283
Original,219,4,0.9190870433391934
