algo,iteration,test,p-value
Decentralized,2849,2,0.6685392532731047
Decentralized,2849,3,0.4079747733896283
Decentralized,2849,4,0.9792534831664627
Decentralized,2850,1,0.5083315735521454
Decentralized,2850,2,0.7031585276248453
Decentralized,2850,3,0.12923690135103286
Decentralized,2850,4,0.5472736066359105
Decentralized,2851,1,0.05569108970115304
Decentralized,2851,2,0.8854671785553273
Decentralized,2851,3,0.5732758577082713
Decentralized,2851,4,0.26828082628915556
Decentralized,2852,1,0.3693638418253291
Decentralized,2852,2,0.27428815468692175
Decentralized,2852,3,0.19869017914743403
Decentralized,2852,4,0.2801167671760335
Decentralized,2853,1,0.4083519693259383
Decentralized,2853,2,0.8287247995050193
Decentralized,2853,3,0.6088779568911272
Decentralized,2853,4,0.5383446025650429
Decentralized,2854,1,0.8501067391385259
Decentralized,2854,2,0.3862165931359384
Decentralized,2854,3,0.004592248239443753
Decentralized,2854,4,0.2976279561025186
Decentralized,2855,1,0.7949790371604146
Decentralized,2855,2,0.6120093317627824
Decentralized,2855,3,0.463490972620759
Decentralized,2855,4,0.31683454329176053
Decentralized,2856,1,0.3950915849041502
Decentralized,2856,2,0.2936314351575119
Decentralized,2856,3,0.7652574031956159
Decentralized,2856,4,0.41382908178430233
Decentralized,2857,1,0.8686610629910667
Decentralized,2857,2,0.5559273319357921
Decentralized,2857,3,0.9620599709646047
Decentralized,2857,4,0.8559927097336893
Decentralized,2858,1,0.06539082294676217
Decentralized,2858,2,0.3427506907828054
Decentralized,2858,3,0.6825941333369758
Decentralized,2858,4,0.6497794212529082
Decentralized,2859,1,0.26688242103941223
Decentralized,2859,2,0.9471330107502492
Decentralized,2859,3,0.8019448948710066
Decentralized,2859,4,0.4566814692062714
Decentralized,2860,1,0.5548089131514959
Decentralized,2860,2,0.18131876692179383
Decentralized,2860,3,0.7261591532979843
Decentralized,2860,4,0.4081550880649327
Decentralized,2861,1,0.8132559119864273
Decentralized,2861,2,0.8173160124200243
Decentralized,2861,3,0.9064989516314259
Decentralized,2861,4,0.9648117086019545
Decentralized,2862,1,0.5235940826586801
Decentralized,2862,2,0.008269857378592252
Decentralized,2862,3,0.3719046587150492
Decentralized,2862,4,0.8811717287206858
Decentralized,2863,1,0.5548089131514959
Decentralized,2863,2,0.3364169127349814
Decentralized,2863,3,0.673674003071311
Decentralized,2863,4,0.3375077504025123
Decentralized,2864,1,0.05878172135535891
Decentralized,2864,2,0.5817787169536061
Decentralized,2864,3,0.20365699319835046
Decentralized,2864,4,0.039164432067398926
Decentralized,2865,1,0.07644296339707819
Decentralized,2865,2,0.5370373995796408
Decentralized,2865,3,0.9892620055219145
Decentralized,2865,4,0.2478186538556917
Decentralized,2866,1,0.962317517108808
Decentralized,2866,2,0.803753426311049
Decentralized,2866,3,0.9435235077604398
Decentralized,2866,4,0.7652578044410508
Decentralized,2867,1,0.4218738791144257
Decentralized,2867,2,0.6596736750746978
Decentralized,2867,3,0.3528935384653886
Decentralized,2867,4,0.953169355985194
Decentralized,2868,1,0.30973439009669346
Decentralized,2868,2,0.438406090150968
Decentralized,2868,3,0.6117429189965609
Decentralized,2868,4,0.8832841359145607
Decentralized,2869,1,0.8316350586366162
Decentralized,2869,2,0.39290507639563127
Decentralized,2869,3,0.21075892354372544
Decentralized,2869,4,0.614375832688119
Decentralized,2870,1,0.17064906649166725
Decentralized,2870,2,0.04539402527637111
Decentralized,2870,3,0.9258515793188659
Decentralized,2870,4,0.3082439704546073
Decentralized,2871,1,0.5548089131514959
Decentralized,2871,2,0.39738590263387485
Decentralized,2871,3,0.2453605116471511
Decentralized,2871,4,0.3540955741598829
Decentralized,2872,1,0.5235940826586801
Decentralized,2872,2,0.7540481933737111
Decentralized,2872,3,0.5999058654785954
Decentralized,2872,4,0.885712022433157
Decentralized,2873,1,0.35689987420152325
Decentralized,2873,2,0.1111310286549613
Decentralized,2873,3,0.5615012685733984
Decentralized,2873,4,0.6862318699644367
Decentralized,2874,1,0.6879878128600834
Decentralized,2874,2,0.81897224168752
Decentralized,2874,3,0.8515966581429951
Decentralized,2874,4,0.6874452456982467
Decentralized,2875,1,0.3693638418253291
Decentralized,2875,2,0.7967663629626217
Decentralized,2875,3,0.8575570878562495
Decentralized,2875,4,0.8803130996287609
Decentralized,2876,1,0.44969179796889097
Decentralized,2876,2,0.06566678543690709
Decentralized,2876,3,0.19614717092258283
Decentralized,2876,4,0.05764722317994617
Decentralized,2877,1,1.0
Decentralized,2877,2,0.43149171828979416
Decentralized,2877,3,0.4083519693259382
Decentralized,2877,4,0.87586254139227
Decentralized,2878,1,0.570750388058174
Decentralized,2878,2,0.2520232042555547
Decentralized,2878,3,0.7738958256904536
Decentralized,2878,4,0.7421321221646884
Decentralized,2879,1,0.9059774116720972
Decentralized,2879,2,0.9471330107502492
Decentralized,2879,3,0.8131277002111019
Decentralized,2879,4,0.9986208138881171
Decentralized,2880,1,0.29861767444881016
Decentralized,2880,2,0.2377767004945593
Decentralized,2880,3,0.2715177290378612
Decentralized,2880,4,0.5342354173932982
Decentralized,2881,1,0.32112107076236374
Decentralized,2881,2,0.7073820533888484
Decentralized,2881,3,0.12178610123782374
Decentralized,2881,4,0.4295169554282222
Decentralized,2882,1,0.7408568142938687
Decentralized,2882,2,0.002502559524054981
Decentralized,2882,3,0.03775133883245586
Decentralized,2882,4,0.5715767294707004
Decentralized,2883,1,0.5869067909030202
Decentralized,2883,2,0.7461991910841982
Decentralized,2883,3,0.9032113475764497
Decentralized,2883,4,0.6432190600396153
Decentralized,2884,1,0.7054569861112734
Decentralized,2884,2,0.6552124121491342
Decentralized,2884,3,0.7067053039111949
Decentralized,2884,4,0.9962625516638868
Decentralized,2885,1,0.3693638418253291
Decentralized,2885,2,0.854610507849567
Decentralized,2885,3,0.03269507320262679
Decentralized,2885,4,0.40330663137541056
Decentralized,2886,1,0.1563757217596446
Decentralized,2886,2,0.11428228552284285
Decentralized,2886,3,0.11884355449893597
Decentralized,2886,4,0.7950791744518112
Decentralized,2887,1,0.35689987420152325
Decentralized,2887,2,0.09917712235482473
Decentralized,2887,3,0.5300928959598998
Decentralized,2887,4,0.7210720937116613
Decentralized,2888,1,0.8132559119864273
Decentralized,2888,2,0.3259786209542266
Decentralized,2888,3,0.5079057900555524
Decentralized,2888,4,0.9238307494534305
Decentralized,2889,1,0.08897301170181342
Decentralized,2889,2,0.7750058780689144
Decentralized,2889,3,0.4573896777698922
Decentralized,2889,4,0.5450966579523524
Decentralized,2890,1,0.49330567679929904
Decentralized,2890,2,0.16146736754786659
Decentralized,2890,3,0.6405406716532832
Decentralized,2890,4,0.638900025071127
Decentralized,2891,1,0.21930264967931895
Decentralized,2891,2,0.040533591601534635
Decentralized,2891,3,0.02296203146912937
Decentralized,2891,4,0.2427948443312116
Decentralized,2892,1,0.7949790371604146
Decentralized,2892,2,0.6073877521978156
Decentralized,2892,3,0.4790120034421237
Decentralized,2892,4,0.49041477092371555
Decentralized,2893,1,0.4083519693259383
Decentralized,2893,2,0.23603020566660174
Decentralized,2893,3,0.9183002116046571
Decentralized,2893,4,0.7106318848587123
Decentralized,2894,1,0.0472209040035772
Decentralized,2894,2,0.5677009464100469
Decentralized,2894,3,0.03759818770238552
Decentralized,2894,4,0.2398996767088336
Decentralized,2895,1,0.2020863098880193
Decentralized,2895,2,0.28581038430499656
Decentralized,2895,3,0.958799456132788
Decentralized,2895,4,0.6311989000931948
Decentralized,2896,1,0.4218738791144257
Decentralized,2896,2,0.3259786209542266
Decentralized,2896,3,0.6480352911884341
Decentralized,2896,4,0.1379603939213659
Decentralized,2897,1,0.6706835715634084
Decentralized,2897,2,0.7115807497521289
Decentralized,2897,3,0.5069526905553274
Decentralized,2897,4,0.7712794149385747
Decentralized,2898,1,0.4083519693259383
Decentralized,2898,2,0.4246058423011217
Decentralized,2898,3,0.9935571822517142
Decentralized,2898,4,0.4661606562496854
Decentralized,2899,1,0.1781418247316496
Decentralized,2899,2,0.4063975875408278
Decentralized,2899,3,0.12402960456426014
Decentralized,2899,4,0.18403408709264593
Decentralized,2900,1,0.21056719782505498
Decentralized,2900,2,0.3322236424574731
Decentralized,2900,3,0.6328863728903792
Decentralized,2900,4,0.3915036551695622
Decentralized,2901,1,0.46398171640090335
Decentralized,2901,2,0.4337934402440073
Decentralized,2901,3,0.6076677415470682
Decentralized,2901,4,0.016798893814834556
Decentralized,2902,1,0.5083315735521454
Decentralized,2902,2,0.7157541176849028
Decentralized,2902,3,0.26463355982542347
Decentralized,2902,4,0.4416958088542081
Decentralized,2903,1,0.18587673236587599
Decentralized,2903,2,0.12301150326199149
Decentralized,2903,3,0.10746448989408955
Decentralized,2903,4,0.861419660549613
Decentralized,2904,1,0.962317517108808
Decentralized,2904,2,0.5110288389503268
Decentralized,2904,3,0.062009678619321704
Decentralized,2904,4,0.7872159675506071
Decentralized,2905,1,0.023342202012890837
Decentralized,2905,2,0.4827280652474157
Decentralized,2905,3,0.6778608094097279
Decentralized,2905,4,0.11306805605734686
Decentralized,2906,1,0.4083519693259383
Decentralized,2906,2,0.3664030598955407
Decentralized,2906,3,0.7526095121981111
Decentralized,2906,4,0.9230801149706083
Decentralized,2907,1,0.7408568142938687
Decentralized,2907,2,0.6097000360247016
Decentralized,2907,3,0.29921127235788236
Decentralized,2907,4,0.1549028590130118
Decentralized,2908,1,0.3820949220121075
Decentralized,2908,2,0.734207928023647
Decentralized,2908,3,0.11681255455434936
Decentralized,2908,4,0.8600058444747063
Decentralized,2909,1,0.8316350586366162
Decentralized,2909,2,0.924318614836613
Decentralized,2909,3,0.06883527650568776
Decentralized,2909,4,0.8042810420289507
Decentralized,2910,1,0.22829528710911837
Decentralized,2910,2,0.8287247995050193
Decentralized,2910,3,0.957145845055952
Decentralized,2910,4,0.5805647322309615
Decentralized,2911,1,0.7054569861112734
Decentralized,2911,2,0.14442878714898183
Decentralized,2911,3,0.2289382468560816
Decentralized,2911,4,0.5854915095943274
Decentralized,2912,1,0.570750388058174
Decentralized,2912,2,0.8891393319954085
Decentralized,2912,3,0.30790788026721017
Decentralized,2912,4,0.9049734513789525
Decentralized,2913,1,0.21930264967931895
Decentralized,2913,2,0.08396038015292631
Decentralized,2913,3,0.7010929534411858
Decentralized,2913,4,0.9894977800723259
Decentralized,2914,1,0.7408568142938687
Decentralized,2914,2,0.4177504182608601
Decentralized,2914,3,0.7778010538364214
Decentralized,2914,4,0.5354283229048362
Decentralized,2915,1,0.7054569861112734
Decentralized,2915,2,0.3301359344308442
Decentralized,2915,3,0.20994392502842707
Decentralized,2915,4,0.18660722268483615
Decentralized,2916,1,0.149587634123849
Decentralized,2916,2,0.4291931628096189
Decentralized,2916,3,0.4212176798240257
Decentralized,2916,4,0.2204589423406562
Decentralized,2917,1,0.6706835715634084
Decentralized,2917,2,0.15475605261602823
Decentralized,2917,3,0.02072510256026807
Decentralized,2917,4,0.5969837047005311
Decentralized,2918,1,0.6535522671496024
Decentralized,2918,2,0.7422307237797167
Decentralized,2918,3,0.358129669045431
Decentralized,2918,4,0.038618631121869064
Decentralized,2919,1,0.8316350586366162
Decentralized,2919,2,0.6166186362435194
Decentralized,2919,3,0.0983163925484602
Decentralized,2919,4,0.5082174795597256
Decentralized,2920,1,0.5548089131514959
Decentralized,2920,2,0.6303664891184901
Decentralized,2920,3,0.9967129752161464
Decentralized,2920,4,0.17081987431239234
Decentralized,2921,1,0.13057001811573626
Decentralized,2921,2,0.8791669225668787
Decentralized,2921,3,0.9220140677398897
Decentralized,2921,4,0.3941072787594815
Decentralized,2922,1,0.11897189696190033
Decentralized,2922,2,0.740235678069699
Decentralized,2922,3,0.6742924868463072
Decentralized,2922,4,0.9833302077766906
Decentralized,2923,1,0.1633949259160988
Decentralized,2923,2,0.29560381101998234
Decentralized,2923,3,0.20172408916694576
Decentralized,2923,4,0.11605559696125031
Decentralized,2924,1,0.3693638418253291
Decentralized,2924,2,0.9115811071958716
Decentralized,2924,3,0.19709224943309855
Decentralized,2924,4,0.6371743876843996
Decentralized,2925,1,0.8872880030303522
Decentralized,2925,2,0.44998795289613214
Decentralized,2925,3,0.6034362881392298
Decentralized,2925,4,0.9655085344178299
Decentralized,2926,1,0.05569108970115304
Decentralized,2926,2,0.009765780035483852
Decentralized,2926,3,0.3305374915858776
Decentralized,2926,4,0.1671736470843586
Decentralized,2927,1,0.5390882817195949
Decentralized,2927,2,0.7860339276392252
Decentralized,2927,3,0.3006683815313489
Decentralized,2927,4,0.7472213948761279
Decentralized,2928,1,0.9435025420623953
Decentralized,2928,2,0.7052733626347045
Decentralized,2928,3,0.42183927269793686
Decentralized,2928,4,0.945283562348149
Decentralized,2929,1,0.03986144622478217
Decentralized,2929,2,0.39290507639563127
Decentralized,2929,3,0.960187704860566
Decentralized,2929,4,0.022575401035883205
Decentralized,2930,1,0.277192465099541
Decentralized,2930,2,0.28970714417779575
Decentralized,2930,3,0.41378210872477983
Decentralized,2930,4,0.6201127898882768
Decentralized,2931,1,0.3447042220069577
Decentralized,2931,2,0.5911249264593091
Decentralized,2931,3,0.8583628459171925
Decentralized,2931,4,0.5696405458569678
Decentralized,2932,1,0.3327777660739457
Decentralized,2932,2,0.5841184824681133
Decentralized,2932,3,0.7136692015872035
Decentralized,2932,4,0.931624154974505
Decentralized,2933,1,0.5390882817195949
Decentralized,2933,2,0.21403214294215142
Decentralized,2933,3,0.2791418209922427
Decentralized,2933,4,0.5995942375885381
Decentralized,2934,1,0.49330567679929904
Decentralized,2934,2,0.1111310286549613
Decentralized,2934,3,0.7272234328107879
Decentralized,2934,4,0.903980039472033
Decentralized,2935,1,0.5083315735521454
Decentralized,2935,2,0.3598880620356065
Decentralized,2935,3,0.40540016740162976
Decentralized,2935,4,0.8610441511322526
Decentralized,2936,1,0.962317517108808
Decentralized,2936,2,0.37736246591418
Decentralized,2936,3,0.3211080611929922
Decentralized,2936,4,0.8899356210851084
Decentralized,2937,1,0.9247190374867695
Decentralized,2937,2,0.5817787169536061
Decentralized,2937,3,0.5869789245443917
Decentralized,2937,4,0.8579339497875837
Decentralized,2938,1,0.05878172135535891
Decentralized,2938,2,0.057805840699850515
Decentralized,2938,3,0.43245071006822905
Decentralized,2938,4,0.1960359634582339
Decentralized,2939,1,0.5083315735521454
Decentralized,2939,2,0.5957843530117506
Decentralized,2939,3,0.6402733594447224
Decentralized,2939,4,0.6020564116185811
Decentralized,2940,1,0.5390882817195949
Decentralized,2940,2,0.46864853759760405
Decentralized,2940,3,0.6674224090270092
Decentralized,2940,4,0.16857577225826584
Decentralized,2941,1,0.035515854744925676
Decentralized,2941,2,0.5700514895141534
Decentralized,2941,3,0.4464411156328859
Decentralized,2941,4,0.34031010827774194
Decentralized,2942,1,0.9811535017561899
Decentralized,2942,2,0.10703151116382352
Decentralized,2942,3,0.8316401872054725
Decentralized,2942,4,0.7935645972774509
Decentralized,2943,1,0.6366016325636009
Decentralized,2943,2,0.6989106805908945
Decentralized,2943,3,0.9455993678453277
Decentralized,2943,4,0.5114009463173446
Decentralized,2944,1,0.21056719782505498
Decentralized,2944,2,0.5323090722430441
Decentralized,2944,3,0.0854813824275108
Decentralized,2944,4,0.6636589278732223
Decentralized,2945,1,0.014019277113959961
Decentralized,2945,2,0.08736530790213702
Decentralized,2945,3,0.7055339968024974
Decentralized,2945,4,0.0388395569706292
Decentralized,2946,1,0.1938571607281974
Decentralized,2946,2,0.4200320566879462
Decentralized,2946,3,0.26518588751885364
Decentralized,2946,4,0.6295086093106423
Decentralized,2947,1,0.6032718849809419
Decentralized,2947,2,0.6685392532731047
Decentralized,2947,3,0.9085021133055793
Decentralized,2947,4,0.6692260689058507
Decentralized,2948,1,0.5083315735521454
Decentralized,2948,2,0.5110288389503268
Decentralized,2948,3,0.0681168770233204
Decentralized,2948,4,0.7761046695090353
Decentralized,2949,1,0.21930264967931895
Decentralized,2949,2,0.6596736750746978
Decentralized,2949,3,0.29030742730597886
Decentralized,2949,4,0.33566720536156414
Decentralized,2950,1,0.9059774116720972
Decentralized,2950,2,0.40188358471444063
Decentralized,2950,3,0.2282307576468095
Decentralized,2950,4,0.7483249397900329
Decentralized,2951,1,0.6706835715634084
Decentralized,2951,2,0.6816865493303869
Decentralized,2951,3,0.09863638101024119
Decentralized,2951,4,0.95390493125838
Decentralized,2952,1,0.3327777660739457
Decentralized,2952,2,0.156082457198794
Decentralized,2952,3,0.06720907902445297
Decentralized,2952,4,0.2620822608794483
Decentralized,2953,1,0.5548089131514959
Decentralized,2953,2,0.44303052179599073
Decentralized,2953,3,0.6395279583730193
Decentralized,2953,4,0.7411054944902777
Decentralized,2954,1,0.2020863098880193
Decentralized,2954,2,0.6280839839194925
Decentralized,2954,3,0.7801421331102141
Decentralized,2954,4,0.5412564133051541
Decentralized,2955,1,0.32112107076236374
Decentralized,2955,2,0.4874338884194548
Decentralized,2955,3,0.9342439448965122
Decentralized,2955,4,0.7208860120126581
Decentralized,2956,1,0.3820949220121075
Decentralized,2956,2,0.4616340429849695
Decentralized,2956,3,0.2433461426217236
Decentralized,2956,4,0.9698948197206138
Decentralized,2957,1,0.776814004155482
Decentralized,2957,2,0.9492268482806244
Decentralized,2957,3,0.9442573399644109
Decentralized,2957,4,0.05977695446539724
Decentralized,2958,1,0.5083315735521454
Decentralized,2958,2,0.9581709324683972
Decentralized,2958,3,0.58333154199926
Decentralized,2958,4,0.10720329376610292
Decentralized,2959,1,0.47852097654419784
Decentralized,2959,2,0.4874338884194548
Decentralized,2959,3,0.5991174824541818
Decentralized,2959,4,0.5904906502595975
Decentralized,2960,1,0.9247190374867695
Decentralized,2960,2,0.30959773235142796
Decentralized,2960,3,0.7950601392870722
Decentralized,2960,4,0.45920207044099803
Decentralized,2961,1,0.43565478012981973
Decentralized,2961,2,0.47568058933138463
Decentralized,2961,3,0.5982466340551635
Decentralized,2961,4,0.4292869000555706
Decentralized,2962,1,0.43565478012981973
Decentralized,2962,2,0.9166485990101342
Decentralized,2962,3,0.14104385580653409
Decentralized,2962,4,0.35300525611930333
Decentralized,2963,1,0.6535522671496024
Decentralized,2963,2,0.38399609288435554
Decentralized,2963,3,0.5220344859991526
Decentralized,2963,4,0.4261652307752186
Decentralized,2964,1,0.03349908313841408
Decentralized,2964,2,0.6552124121491342
Decentralized,2964,3,0.2954663915077054
Decentralized,2964,4,0.03553279187931503
Decentralized,2965,1,0.9059774116720972
Decentralized,2965,2,0.3577268569923791
Decentralized,2965,3,0.9433712875737627
Decentralized,2965,4,0.6315450147093387
Decentralized,2966,1,0.3820949220121075
Decentralized,2966,2,0.2648828385331555
Decentralized,2966,3,0.9318822542610175
Decentralized,2966,4,0.7830285171046394
Decentralized,2967,1,0.24706152509165813
Decentralized,2967,2,0.004794799947613245
Decentralized,2967,3,0.5814799051507537
Decentralized,2967,4,0.4205897113062689
Decentralized,2968,1,0.9435025420623953
Decentralized,2968,2,0.4523123372067129
Decentralized,2968,3,0.4083852700686065
Decentralized,2968,4,0.6398465500129757
Decentralized,2969,1,0.037635313787314335
Decentralized,2969,2,0.7199016674567718
Decentralized,2969,3,0.25496341145525964
Decentralized,2969,4,0.5942407570436743
Decentralized,2970,1,0.13057001811573626
Decentralized,2970,2,0.7750058780689144
Decentralized,2970,3,0.8527060977527823
Decentralized,2970,4,0.4963802433820196
Decentralized,2971,1,0.44969179796889097
Decentralized,2971,2,0.013324182163908037
Decentralized,2971,3,0.010218735912905131
Decentralized,2971,4,0.1861610695510667
Decentralized,2972,1,0.29861767444881016
Decentralized,2972,2,0.5535690145445702
Decentralized,2972,3,0.8786964215140924
Decentralized,2972,4,0.6462303908046219
Decentralized,2973,1,0.49330567679929904
Decentralized,2973,2,0.6663301603767335
Decentralized,2973,3,0.5271821958586778
Decentralized,2973,4,0.8873910213461544
Decentralized,2974,1,0.6366016325636009
Decentralized,2974,2,0.6816865493303869
Decentralized,2974,3,0.7210998301491977
Decentralized,2974,4,0.6885164509125246
Decentralized,2975,1,0.6366016325636009
Decentralized,2975,2,0.02343621490756289
Decentralized,2975,3,0.8295738212347883
Decentralized,2975,4,0.9017710762465349
Decentralized,2976,1,0.18587673236587599
Decentralized,2976,2,0.06566678543690709
Decentralized,2976,3,0.8895941902537716
Decentralized,2976,4,0.3947350382476903
Decentralized,2977,1,1.0
Decentralized,2977,2,0.6989106805908945
Decentralized,2977,3,0.6032718849809418
Decentralized,2977,4,0.3343907713097496
Decentralized,2978,1,0.47852097654419784
Decentralized,2978,2,0.6903440995117505
Decentralized,2978,3,0.6492554779366309
Decentralized,2978,4,0.19797313285414625
Decentralized,2979,1,0.776814004155482
Decentralized,2979,2,0.25932714438491994
Decentralized,2979,3,0.5701013742656664
Decentralized,2979,4,0.7966322573143825
Decentralized,2980,1,0.04219831662031957
Decentralized,2980,2,0.3642262215433703
Decentralized,2980,3,0.4224756958727378
Decentralized,2980,4,0.5212991667789901
Decentralized,2981,1,0.5083315735521454
Decentralized,2981,2,0.8739640474728969
Decentralized,2981,3,0.49002427104942925
Decentralized,2981,4,0.12292296831593287
Decentralized,2982,1,0.26688242103941223
Decentralized,2982,2,0.44303052179599073
Decentralized,2982,3,0.7162560086130701
Decentralized,2982,4,0.7567683836703524
Decentralized,2983,1,0.7408568142938687
Decentralized,2983,2,0.8238882467032951
Decentralized,2983,3,0.34403766645797357
Decentralized,2983,4,0.5911355072660511
Decentralized,2984,1,0.8316350586366162
Decentralized,2984,2,0.7579279321911445
Decentralized,2984,3,0.8505242683889265
Decentralized,2984,4,0.81938737508937
Decentralized,2985,1,0.9059774116720972
Decentralized,2985,2,0.9795474343696106
Decentralized,2985,3,0.3446191574889823
Decentralized,2985,4,0.6522635845576323
Decentralized,2986,1,0.23754751779044125
Decentralized,2986,2,0.42231722176824626
Decentralized,2986,3,0.693197754314427
Decentralized,2986,4,0.19507143462476417
Decentralized,2987,1,0.47852097654419784
Decentralized,2987,2,0.28581038430499656
Decentralized,2987,3,0.9294274148350874
Decentralized,2987,4,0.20883708475531454
Decentralized,2988,1,0.6198391186854189
Decentralized,2988,2,0.6394586727478584
Decentralized,2988,3,0.6218793364541544
Decentralized,2988,4,0.7718147754276796
Decentralized,2989,1,0.7949790371604146
Decentralized,2989,2,0.37077195937517543
Decentralized,2989,3,0.11329873773176333
Decentralized,2989,4,0.6714432567680296
Decentralized,2990,1,0.8132559119864273
Decentralized,2990,2,0.8238882467032951
Decentralized,2990,3,0.637069446312309
Decentralized,2990,4,0.3431430542187186
Decentralized,2991,1,0.43565478012981973
Decentralized,2991,2,0.9380970502923041
Decentralized,2991,3,0.6758976318355391
Decentralized,2991,4,0.701212228326086
Decentralized,2992,1,0.8132559119864273
Decentralized,2992,2,0.3385223738547644
Decentralized,2992,3,0.21954647157382817
Decentralized,2992,4,0.2600333757709986
Decentralized,2993,1,0.6879878128600834
Decentralized,2993,2,0.253838004543753
Decentralized,2993,3,0.9419853035328347
Decentralized,2993,4,0.9939449548838308
Decentralized,2994,1,0.08044919091412023
Decentralized,2994,2,0.07746323911156078
Decentralized,2994,3,0.17439079760324427
Decentralized,2994,4,0.15385025838891614
Decentralized,2995,1,0.05273704091911837
Decentralized,2995,2,0.49214496637645705
Decentralized,2995,3,0.6856792247004134
Decentralized,2995,4,0.43475821279339144
Decentralized,2996,1,0.7949790371604146
Decentralized,2996,2,0.7805563583990066
Decentralized,2996,3,0.38165627998102303
Decentralized,2996,4,0.45560171107092795
Decentralized,2997,1,0.8872880030303522
Decentralized,2997,2,0.2011555771274675
Decentralized,2997,3,0.12460651366678886
Decentralized,2997,4,0.6538900867282376
Decentralized,2998,1,1.0
Decentralized,2998,2,0.8238882467032951
Decentralized,2998,3,0.962317517108808
Decentralized,2998,4,0.6062947801284544
Decentralized,2999,1,0.5548089131514959
Decentralized,2999,2,0.2156773274327322
Decentralized,2999,3,0.884029335234599
Decentralized,2999,4,0.8505632727812031
Decentralized,3000,1,0.962317517108808
Decentralized,3000,2,0.9604867102790409
Decentralized,3000,3,0.42185849828536093
Decentralized,3000,4,0.43456008882080743
Decentralized,3001,1,0.46398171640090335
Decentralized,3001,2,0.8156510391874732
Decentralized,3001,3,0.41191713947256575
Decentralized,3001,4,0.5977618908005162
Decentralized,3002,1,0.9811535017561899
Decentralized,3002,2,0.1872784871479373
Decentralized,3002,3,0.8872932007553259
Decentralized,3002,4,0.6462890818817448
Decentralized,3003,1,0.26688242103941223
Decentralized,3003,2,0.6303664891184901
Decentralized,3003,3,0.44419806989273747
Decentralized,3003,4,0.6890805016795039
Decentralized,3004,1,0.12466580126286901
Decentralized,3004,2,0.29166586688115914
Decentralized,3004,3,0.5518500631256361
Decentralized,3004,4,0.49520419988534725
Decentralized,3005,1,0.29861767444881016
Decentralized,3005,2,0.8603217523892368
Decentralized,3005,3,0.9521435892792273
Decentralized,3005,4,0.1546397727083522
Decentralized,3006,1,0.8686610629910667
Decentralized,3006,2,0.3795689663814205
Decentralized,3006,3,0.08039213613206558
Decentralized,3006,4,0.7715899921884593
Decentralized,3007,1,0.277192465099541
Decentralized,3007,2,0.2011555771274675
Decentralized,3007,3,0.712612793672817
Decentralized,3007,4,0.3572561098823481
Decentralized,3008,1,0.06539082294676217
Decentralized,3008,2,0.04539402527637111
Decentralized,3008,3,0.40409093801854246
Decentralized,3008,4,0.5630454080964982
Decentralized,3009,1,0.7949790371604146
Decentralized,3009,2,0.730154459731728
Decentralized,3009,3,0.18560746388299848
Decentralized,3009,4,0.6245020965879058
Decentralized,3010,1,0.47852097654419784
Decentralized,3010,2,0.9687628047118937
Decentralized,3010,3,0.40496447611145625
Decentralized,3010,4,0.4568389284598203
Decentralized,3011,1,0.9247190374867695
Decentralized,3011,2,0.3642262215433703
Decentralized,3011,3,0.9810693577815413
Decentralized,3011,4,0.42084607326802304
Decentralized,3012,1,0.49330567679929904
Decentralized,3012,2,0.7768640747714501
Decentralized,3012,3,0.873017558517241
Decentralized,3012,4,0.701823336523471
Decentralized,3013,1,0.962317517108808
Decentralized,3013,2,0.03696674484258493
Decentralized,3013,3,0.07644725059917565
Decentralized,3013,4,0.6127991688979646
Decentralized,3014,1,0.24706152509165813
Decentralized,3014,2,0.5512096942492263
Decentralized,3014,3,0.24057091914602824
Decentralized,3014,4,0.1229544364003224
Decentralized,3015,1,0.7408568142938687
Decentralized,3015,2,0.614315558671037
Decentralized,3015,3,0.9236917672232035
Decentralized,3015,4,0.2892208430283011
Decentralized,3016,1,0.8316350586366162
Decentralized,3016,2,0.04488709516861481
Decentralized,3016,3,0.7953896415210229
Decentralized,3016,4,0.49216914901835496
Decentralized,3017,1,0.32112107076236374
Decentralized,3017,2,0.558284562713434
Decentralized,3017,3,0.31541647851029186
Decentralized,3017,4,0.5933539543418558
Decentralized,3018,1,0.5083315735521454
Decentralized,3018,2,0.22066010551984172
Decentralized,3018,3,0.9288203780370321
Decentralized,3018,4,0.7180316448347481
Decentralized,3019,1,0.5083315735521454
Decentralized,3019,2,0.539400979365729
Decentralized,3019,3,0.19560864671523923
Decentralized,3019,4,0.9896003301559098
Decentralized,3020,1,0.776814004155482
Decentralized,3020,2,0.6280839839194925
Decentralized,3020,3,0.05890597852361943
Decentralized,3020,4,0.9360938771687051
Decentralized,3021,1,0.17064906649166725
Decentralized,3021,2,0.06033620783550893
Decentralized,3021,3,0.8884045021967294
Decentralized,3021,4,0.04606115225165091
Decentralized,3022,1,0.7408568142938687
Decentralized,3022,2,0.2975829558559131
Decentralized,3022,3,0.6375186904919886
Decentralized,3022,4,0.9353051471337589
Decentralized,3023,1,0.21930264967931895
Decentralized,3023,2,0.17693301650442772
Decentralized,3023,3,0.4820363401382396
Decentralized,3023,4,0.5083887021778959
Decentralized,3024,1,0.6706835715634084
Decentralized,3024,2,0.3343173186482358
Decentralized,3024,3,0.99829604275834
