[18:45:12.987], CLIENT, 12, -->, STTP, 12, list, 9c281521, ROUTE, , , 
[18:45:12.988], CLIENT, 12, -->, STTP, 1, list, 9c281521, ROUTE, , , 
[18:45:12.988], CLIENT, 12, -->, STTP, 8, list, 9c281521, ROUTE, , , 
[18:45:12.988], CLIENT, 12, -->, STTP, 0, list, 9c281521, ROUTE, , , 
[18:45:12.988], CLIENT, 12, -->, STTP, 15, list, 9c281521, ROUTE, , , 
[18:45:12.991], CLIENT, 12, <--, STTP, 12, list, dbc6b4e5, ROUTE, , , 
[18:45:12.993], CLIENT, 12, <--, STTP, 1, list, 9c063d80, ROUTE, , , 
[18:45:12.994], CLIENT, 12, <--, STTP, 8, list, c1b30ff4, ROUTE, , , 
[18:45:12.996], CLIENT, 12, <--, STTP, 15, list, 95343504, ROUTE, , , 
